e00fce680cdac6c15e5dfc75,2/19/2024 22:12:13,waterLevel_0001,waterLevel,1708398731,192.33333,4.13,95.29
e00fce686649823d18a012b5,2/19/2024 22:12:13,waterLevel_0000,waterLevel,1708398730,166.67500,4.14,97.66
e00fce680cdac6c15e5dfc75,2/19/2024 22:18:12,waterLevel_0001,waterLevel,1708399090,193.43889,4.13,95.29
e00fce686649823d18a012b5,2/19/2024 22:18:13,waterLevel_0000,waterLevel,1708399091,206.66945,4.14,97.66
e00fce680cdac6c15e5dfc75,2/19/2024 22:24:12,waterLevel_0001,waterLevel,1708399450,194.37361,4.13,95.29
e00fce686649823d18a012b5,2/19/2024 22:24:13,waterLevel_0000,waterLevel,1708399451,162.80278,4.14,97.66
e00fce686649823d18a012b5,2/19/2024 22:30:12,waterLevel_0000,waterLevel,1708399810,232.84584,4.14,97.66
e00fce680cdac6c15e5dfc75,2/19/2024 22:30:12,waterLevel_0001,waterLevel,1708399810,193.49445,4.13,95.29
e00fce686649823d18a012b5,2/19/2024 22:36:11,waterLevel_0000,waterLevel,1708400170,462.62918,4.14,97.50
e00fce680cdac6c15e5dfc75,2/19/2024 22:36:12,waterLevel_0001,waterLevel,1708400170,191.80833,4.13,95.29
e00fce686649823d18a012b5,2/19/2024 22:42:12,waterLevel_0000,waterLevel,1708400531,377.73611,4.14,97.50
e00fce680cdac6c15e5dfc75,2/19/2024 22:42:13,waterLevel_0001,waterLevel,1708400530,192.36111,4.13,95.29
e00fce686649823d18a012b5,2/19/2024 22:48:13,waterLevel_0000,waterLevel,1708400891,134.91251,4.14,97.50
e00fce680cdac6c15e5dfc75,2/19/2024 22:48:13,waterLevel_0001,waterLevel,1708400890,191.28195,4.13,95.29
e00fce686649823d18a012b5,2/19/2024 22:54:13,waterLevel_0000,waterLevel,1708401251,158.77916,4.14,97.50
e00fce680cdac6c15e5dfc75,2/19/2024 22:54:13,waterLevel_0001,waterLevel,1708401250,183.44028,4.13,95.13
e00fce686649823d18a012b5,2/19/2024 23:00:13,waterLevel_0000,waterLevel,1708401611,415.70694,4.14,97.50
e00fce680cdac6c15e5dfc75,2/19/2024 23:00:12,waterLevel_0001,waterLevel,1708401610,185.42361,4.13,95.13
e00fce686649823d18a012b5,2/19/2024 23:06:12,waterLevel_0000,waterLevel,1708401970,177.60695,4.14,97.50
e00fce680cdac6c15e5dfc75,2/19/2024 23:06:13,waterLevel_0001,waterLevel,1708401970,183.58333,4.13,95.13
e00fce686649823d18a012b5,2/19/2024 23:12:12,waterLevel_0000,waterLevel,1708402330,354.21390,4.14,97.50
e00fce680cdac6c15e5dfc75,2/19/2024 23:12:12,waterLevel_0001,waterLevel,1708402330,182.28612,4.13,95.13
e00fce686649823d18a012b5,2/19/2024 23:18:12,waterLevel_0000,waterLevel,1708402690,134.30972,4.14,97.34
e00fce680cdac6c15e5dfc75,2/19/2024 23:18:12,waterLevel_0001,waterLevel,1708402690,180.06389,4.13,95.13
e00fce686649823d18a012b5,2/19/2024 23:24:12,waterLevel_0000,waterLevel,1708403050,511.54999,4.14,97.34
e00fce680cdac6c15e5dfc75,2/19/2024 23:24:13,waterLevel_0001,waterLevel,1708403050,179.46249,4.13,95.13
e00fce686649823d18a012b5,2/19/2024 23:30:12,waterLevel_0000,waterLevel,1708403410,151.81111,4.14,97.34
e00fce680cdac6c15e5dfc75,2/19/2024 23:30:13,waterLevel_0001,waterLevel,1708403410,177.24445,4.12,95.13
e00fce686649823d18a012b5,2/19/2024 23:36:12,waterLevel_0000,waterLevel,1708403770,453.33472,4.14,97.34
e00fce686649823d18a012b5,2/19/2024 23:42:12,waterLevel_0000,waterLevel,1708404130,216.75278,4.14,97.34
e00fce680cdac6c15e5dfc75,2/19/2024 23:42:13,waterLevel_0001,waterLevel,1708404130,171.04723,4.12,94.97
e00fce686649823d18a012b5,2/19/2024 23:48:12,waterLevel_0000,waterLevel,1708404490,496.56946,4.14,97.34
e00fce680cdac6c15e5dfc75,2/19/2024 23:48:13,waterLevel_0001,waterLevel,1708404490,171.32916,4.12,94.97
e00fce686649823d18a012b5,2/19/2024 23:54:12,waterLevel_0000,waterLevel,1708404850,319.83612,4.14,97.18
e00fce680cdac6c15e5dfc75,2/19/2024 23:54:13,waterLevel_0001,waterLevel,1708404850,169.96111,4.12,94.97
e00fce680cdac6c15e5dfc75,2/20/2024 0:00:13,waterLevel_0001,waterLevel,1708405210,168.04584,4.12,94.97
e00fce686649823d18a012b5,2/20/2024 0:00:12,waterLevel_0000,waterLevel,1708405210,135.35556,4.14,97.18
e00fce680cdac6c15e5dfc75,2/20/2024 0:06:13,waterLevel_0001,waterLevel,1708405570,165.23334,4.12,94.97
e00fce686649823d18a012b5,2/20/2024 0:06:12,waterLevel_0000,waterLevel,1708405570,391.44446,4.14,97.18
e00fce686649823d18a012b5,2/20/2024 0:12:13,waterLevel_0000,waterLevel,1708405930,288.43054,4.14,97.18
e00fce680cdac6c15e5dfc75,2/20/2024 0:12:13,waterLevel_0001,waterLevel,1708405930,162.61945,4.12,94.97
e00fce686649823d18a012b5,2/20/2024 0:18:13,waterLevel_0000,waterLevel,1708406291,191.20694,4.13,97.18
e00fce680cdac6c15e5dfc75,2/20/2024 0:18:13,waterLevel_0001,waterLevel,1708406290,161.33888,4.12,94.97
e00fce686649823d18a012b5,2/20/2024 0:24:13,waterLevel_0000,waterLevel,1708406651,423.02917,4.14,97.18
e00fce680cdac6c15e5dfc75,2/20/2024 0:24:13,waterLevel_0001,waterLevel,1708406650,158.95833,4.12,94.81
e00fce686649823d18a012b5,2/20/2024 0:30:12,waterLevel_0000,waterLevel,1708407010,315.72223,4.13,97.03
e00fce680cdac6c15e5dfc75,2/20/2024 0:30:13,waterLevel_0001,waterLevel,1708407011,157.59723,4.12,94.81
e00fce686649823d18a012b5,2/20/2024 0:36:12,waterLevel_0000,waterLevel,1708407370,117.90694,4.13,97.03
e00fce680cdac6c15e5dfc75,2/20/2024 0:36:13,waterLevel_0001,waterLevel,1708407371,155.85973,4.12,94.81
e00fce686649823d18a012b5,2/20/2024 0:42:12,waterLevel_0000,waterLevel,1708407730,545.79724,4.13,97.03
e00fce680cdac6c15e5dfc75,2/20/2024 0:42:12,waterLevel_0001,waterLevel,1708407730,153.73473,4.12,94.81
